i,GM_RAS,units
2000,0,0
2001,-45323.9652023868,0
2002,-45323.9652023868,0
2003,-51828.4370289783,0
2004,-69295.6797334942,0
2005,-96252.8116252455,0
2006,-45897.2562869563,0
2007,-113720.054329761,0
2008,-56753.4257971309,0
2009,-65544.8244958545,0
2010,-47010.0320118095,0
2011,-54256.4120489512,0
2012,-43293.6411710268,0
2013,-65219.1829268756,0
2014,-21925.5417558488,0
2015,-29125.6750174709,0
2016,-14376.7998271781,0
2017,-23757.8883204769,0
2018,-89387.9167766235,0
2019,-36140.6865583184,0
2020,-36140.6865583184,0
2021,-89387.9167766235,0
2022,-56499.6041428503,0
2023,-4818.99809586204,0
2024,0,0
2025,-51487.5863381576,0
2026,-19819.9130066242,0
2027,-21925.5417558488,0
2028,-49918.7528724119,0
2029,-50491.4503606743,0
2030,-78093.8055294026,0
2031,-166968.540396302,0
2032,-133116.674326432,0
2033,-183608.124687106,0
2034,-122726.60093677,0
2035,-94160.6923319441,0
2036,-121763.047500673,0
2037,-83197.9214540197,0
2038,-44241.9394595323,0
2039,39974.6328502833,0
2040,-145977.569452345,0
2041,-100877.869506012,0
2042,-148728.287148028,0
2043,-88800.9494010148,0
2044,-48404.4585355521,0
2045,-42822.5995527342,0
2046,-6705.43277296209,0
2047,-19945.5518748719,0
2049,-5427.63998511495,0
2050,-493.132961403855,0
2051,-17624.0087880441,0
2053,-50591.4003960504,0
2055,-61757.7212998028,0
2056,120469.780879381,0
2057,-21744.3219048793,0
2058,-79517.8716146186,0
2059,-56112.4821987112,0
2060,-4741.46160893286,0
2061,-67075.2530766356,0
2063,-101443.413370467,0
2064,-17002.8602959464,0
2065,-21925.5417558488,0
2066,-49891.1729297196,0
2067,-585.668174775899,0
2068,-12670.3201169444,0
2069,-34429.6400097053,0
2070,-36709.0383662829,0
2071,-42874.3478700112,0
2072,-10962.7708779244,0
2073,-11700.84185857,0
2074,-13242.169234502,0
2075,-54010.5979943355,0
2076,1397.43756788879,10
2077,-43851.0835116976,0
2078,-5679.86469058378,0
2079,10794.8205506319,0
2080,221.396566609852,0
2081,-11245.2252931922,0
2082,21085.790119386,0
2083,53974.1027531594,0
2084,-16138.7845866305,0
2086,-54256.5571684271,0
2087,-28146.8510248404,0
2088,43179.2822025275,0
2089,-43293.7862905027,0
2090,-15970.834259338,0
2091,-15970.834259338,0
2092,-16138.7845866305,0
2093,-16864.0321351179,0
2094,-16306.7349139231,0
2095,-16864.0321351179,0
2096,21811.0376678735,0
2097,-26152.1249190911,0
2098,-82824.8349018301,0
2099,32216.5113246031,0
2100,87241.9875030252,30
2101,-14714.8173399859,0
2102,8314.161038046,7
2103,19384.4989012609,10
2104,-47904.371703235,0
2105,-45462.9982731114,0
2106,10599.7168360745,75
2107,-8465.0494387967,0
2108,-1325.67831245647,0
2109,-47853.4667898937,0
2110,-21925.5417558488,0
2111,-5642.32288932061,0
2112,-91410.47081474,0
2113,-28394.4115964429,0
2114,0,0
2115,10981.9032104801,0
2116,-35953.8063692918,0
2117,3005.1009467573,0
2118,-55344.0089027471,0
2119,-6070.59468227594,0
2120,-4501.31382306003,0
2121,-7530.33475695218,0
2122,-180658.156391523,0
2123,0,0
2124,-36189.0350256079,0
2125,3052.90789937206,10
2126,-1611.91476141382,0
2127,-25341.5036970709,0
2128,-32888.3126337732,0
2129,-11825.2918118512,0
2130,-41553.809682334,0
2131,8911.76437200524,0
2132,-5931.18074202203,0
2133,-39392.7844603648,0
2134,-5931.18074202203,0
2135,-5931.18074202203,0
2136,0,0
2137,0,0
2138,41438.9572356234,0
2139,17467.2427045159,0
2140,-23398.423446538,0
2141,-34934.4854090319,0
2142,-69295.6797334942,0
2143,-91064.1063443912,0
2144,-69278.4670981949,0
2145,-56827.2374443822,0
2146,-15026.8995711326,0
2147,-10962.7708779244,0
2148,-32888.3126337732,0
2149,-10962.7708779244,0
2150,-40088.4458953952,0
2151,28335.9323071119,0
2152,-3994.93798599052,0
2153,-29683.1173581417,0
2154,11912.8240076028,0
2155,-52801.6866706595,0
2156,-65355.9373100696,0
2157,-91723.9401757785,0
2158,-32888.3126337732,0
2159,1031.44441317277,0
2160,-32888.3126337732,0
2161,-43851.0835116976,0
2162,0,0
2163,0,0
2164,-16239.4985643071,0
2165,-25130.7370314804,0
2166,-53557.4375469724,0
2167,-149365.402669401,0
2168,-83197.9214540197,0
2169,-149365.402669401,0
2170,-139366.185227574,0
2171,-89447.4323551618,0
2172,-94360.3956786639,0
2173,-71844.2946282607,0
2174,-55204.7103374567,0
2175,38955.9819944875,0
2176,27993.2111165631,0
2177,-16821.4258312318,0
2178,-14907.8915291959,0
2179,-99231.7494990026,0
2180,0,0
2181,-43851.0835116976,0
2182,-49788.2708229948,0
2183,-46647.2810938528,0
2184,-46647.2810938528,0
2185,-30377.297884951,0
2186,-29624.918304828,0
2187,-21925.5417558488,0
2188,-78760.4204285795,0
2189,-31301.3654300308,0
2190,-40452.7614261098,0
2191,-49668.461148193,0
2192,-59186.9425788278,0
2193,-46636.6896689113,0
2194,-33217.4629592392,0
2195,113668.661966609,0
2196,-40408.2497118539,0
2199,-21925.5417558488,0
2200,-28146.8510248404,0
2201,-135811.573664299,0
2202,-125030.022637344,0
2203,-107664.722639459,0
2204,206208.961762991,0
2205,-47449.196619803,0
2206,-41990.037729578,0
2207,-23747.1089204084,0
2208,-27287.5948642905,0
2209,-51557.7203913579,0
2210,-33626.3836144188,0
2211,-11700.84185857,0
2212,-9247.96425559232,0
2213,-17128.0803816526,0
2214,-15824.7105938683,0
2215,18061.1916687292,0
2216,-6740.72414457402,0
2217,10794.8205506319,0
2218,37781.8719272115,0
2219,20917.8397920935,0
2220,-21704.1451892389,0
2221,-21872.0955165315,0
2222,26651.1507219946,0
2223,-16864.0321351179,0
2224,-22261.4424104339,0
2225,-21925.5417558488,0
2226,-59821.9177710356,0
2227,16245.677065265,0
2228,-21704.1451892389,0
2229,221.396566609852,0
2230,16192.2308259478,0
2231,-5343.96403599862,0
2232,11005.8583254646,0
2233,-125876.272371835,0
2234,-10962.7708779244,0
2235,-10573.423984022,0
2236,0,0
2237,-43851.0835116976,0
2238,-32888.3126337732,0
2239,-20869.0495947243,0
2240,-40591.5093028352,0
2241,-28553.9375957719,0
2242,-43851.0835116976,0
2243,-10962.7708779244,0
2244,-10962.7708779244,0
2245,-21925.5417558488,0
2246,-16893.9516199464,0
2247,29003.3046670099,0
2248,13582.2347377526,0
2249,52401.7281135478,0
2250,-80258.4506114186,0
2251,-108688.464193859,0
2252,-68870.9584080863,0
2253,-44742.7016750599,0
2254,-35687.8594284885,0
2255,-48812.5181940702,0
2256,-26211.8921430162,0
2257,-32888.3126337732,0
2258,-40088.4458953952,0
2259,-7757.57560229287,0
2260,6967.83289193388,0
2261,-25920.4797418393,0
2262,-14957.7088639149,0
2263,-32888.3126337732,0
2264,-37700.2043835616,0
2265,-72297.7354430577,0
2266,-27065.0504438749,0
2267,-43851.0835116976,0
2268,-20560.0705177108,0
2269,-43851.0835116976,0
2270,-20560.0705177108,0
2271,0,0
2272,-38261.4321609058,0
2273,0,0
2274,-61418.4737839358,0
2275,-52358.9796221695,0
2276,-21925.5417558488,0
2277,-100019.347285251,0
2278,-93769.8363841095,0
2279,-105123.463209869,0
2280,-161291.726983422,0
2281,-182644.571251009,0
2282,-147415.853911982,0
2283,-150451.966321859,0
2284,-148976.424626682,0
2285,-16645.8149089415,0
2286,28609.3473426811,0
2287,-8247.75777265467,0
2288,-76804.4312420227,0
2289,-112990.653328657,0
2290,-98886.9573520158,0
2291,112301.133665108,0
2292,71024.2282848698,0
2293,-43851.0835116976,0
2294,-27862.729067146,0
2296,-75071.8041316795,0
2297,14570.7423647754,0
2298,-21925.5417558488,0
2299,0,0
2300,-61738.0782667796,0
2301,-32246.301298456,0
2302,-32888.3126337732,0
2303,-45049.2076369192,0
2304,-15665.5287171737,0
2305,-33335.2052912691,0
2307,-62515.0113186722,0
2308,-73477.7821965966,0
2309,-21925.5417558488,0
2310,17184.0801469159,0
2311,-56112.4821987112,0
2312,-28146.8510248404,0
2313,-112587.404099361,0
2314,-96701.9517615346,0
2315,23405.3894159075,0
2317,36010.763670864,0
2318,-4783.0452515661,0
2319,-54125.9442967712,0
2320,-31346.9852578412,0
2321,-44589.1544923432,0
2322,-45218.9316412297,0
2323,-40594.9495134335,0
2324,-52295.7913720035,0
2325,-41333.0204940791,0
2326,-49213.1366201394,0
2327,3705.19624273397,0
2328,5967.39146190215,0
2329,-22710.8958558655,0
2330,32605.8582185055,0
2331,-11130.7212052169,0
2332,16024.2804986553,0
2333,32605.8582185055,0
2334,21643.0873405811,0
2335,16024.2804986553,0
2336,98363.0192725628,0
2337,-21925.5417558488,0
2338,-27101.5554645549,0
2339,5397.41027531594,0
2340,-43461.7366177952,0
2341,-43461.7366177952,0
2342,-35485.6873227566,0
2343,-65231.2260803303,0
2344,-46165.5969137223,0
2345,-38064.3263424793,0
2346,-10962.7708779244,0
2347,-43851.0835116976,0
2348,0,0
2349,-43851.0835116976,0
2350,-43851.0835116976,0
2351,-32888.3126337732,0
2352,-32888.3126337732,0
2353,-10962.7708779244,0
2354,-10962.7708779244,0
2355,-10962.7708779244,0
2356,-21925.5417558488,0
2357,-27856.7224978708,0
2358,7077.76291116106,0
2359,-3885.0079667634,0
2360,-80258.4506114186,0
2361,-119651.235071783,0
2362,-49460.9387577174,0
2363,-31238.1232364624,0
2364,-31238.1232364624,0
2365,-53163.6649923112,0
2366,-53964.4680636128,0
2367,-32888.3126337732,0
2368,-51043.3408523777,0
2369,-29683.1173581417,0
2370,-29683.1173581417,0
2371,-25920.4797418393,0
2372,-29683.1173581417,0
2373,-47056.2787873292,0
2374,-39298.7031850363,0
2375,-55740.1180498102,0
2376,-66822.906325722,0
2377,-67961.3792485672,0
2378,-32888.3126337732,0
2379,-31522.8413956352,0
2380,1365.47123813797,0
2381,-32888.3126337732,0
2382,-126339.002293088,0
2383,-51508.7352678655,0
2384,-43309.5246490732,0
2385,-123107.357897899,0
2386,-90810.9510242426,0
2387,-32888.3126337732,0
2388,-50491.4503606743,0
2389,-89056.576407327,0
2390,-160328.173547325,0
2391,-77521.1080411402,0
2392,-202881.524676879,0
2393,-152796.535250284,0
2394,-170255.977783872,0
2395,-81955.259412311,0
2396,-94976.588656774,0
2397,-173237.271955022,0
2398,-123608.69669002,0
2399,-49443.4786760079,0
2400,-35684.5102159284,0
2401,-52584.4684051499,0
2402,-109849.72822994,0
2403,27517.9369201591,0
2404,24674.926450731,0
2407,-77130.2520933055,0
2408,-7106.93590366264,0
2409,-50775.3073888552,0
2410,-52362.2545925976,0
2411,-61738.0782667796,0
2412,-59255.7799270403,0
2413,0,0
2414,0,0
2415,-40334.5761588474,0
2416,-54818.1033239102,0
2417,-51371.0205897783,0
2418,-85920.4007345798,0
2419,-6040.08941802203,0
2420,6402.52911996108,0
2421,-95403.3239524455,0
2422,-15704.2324868573,0
2423,156317.788833271,0
2424,-135811.573664299,0
2425,-152995.653811215,0
2426,29626.698684899,0
2427,-51676.981922021,0
2428,51552.2404407478,0
2429,296434.872428755,0
2430,-56356.5926557448,0
2431,-9474.38060288041,0
2432,-42874.3478700112,0
2433,-50580.9847496713,0
2434,-64799.88962586,0
2435,-28090.851259577,0
2436,-6165.30950372823,0
2437,-14783.4966104341,0
2438,-55946.8631908178,0
2439,-11821.220424422,0
2440,-19510.2220088734,0
2441,-28457.4517249429,0
2442,-11144.0773673198,0
2443,-16474.6852412156,0
2444,37781.8719272115,0
2445,4725.60896614578,0
2446,-282.454415267799,0
2447,-15523.0126358878,0
2448,5229.45994802337,0
2449,-54424.5074957196,0
2450,-22093.4920831413,0
2451,16192.2308259478,0
2452,-43629.6869450878,0
2453,-50249.2545177384,0
2454,-10962.7708779244,0
2455,221.396566609852,0
2456,-35415.8483889046,0
2457,-32180.134601995,0
2458,0,0
2459,0,0
2460,0,0
2461,-38819.4933757952,0
2462,-16893.9516199464,0
2463,0,0
2464,0,0
2465,-28529.4782434869,0
2466,-43851.0835116976,0
2467,11536.0619624939,0
2468,-14847.7788446878,0
2469,573.29108456953,0
2470,-28430.0135824404,0
2471,-40865.6661510539,0
2472,-32888.3126337732,0
2473,-53163.6649923112,0
2474,-36188.6447439445,0
2475,-54134.3623474542,0
2476,-65665.4391750494,0
2477,-21925.5417558488,0
2478,-28575.1783718383,0
2479,4361.77823599761,0
2480,-39714.190609814,0
2481,-7481.11792494246,0
2482,-18618.4491821281,0
2483,-46751.4631702762,0
2484,-71984.6339833159,0
2485,-67648.9547497964,0
2486,-78924.1501264916,0
2487,-56998.6083706428,0
2488,-56998.6083706428,0
2489,0,0
2490,36438.5378529319,0
2491,-36275.4158165967,0
2492,-169572.401387811,0
2493,-125296.003425111,0
2494,-188292.726656374,0
2495,-144388.68017359,0
2496,-69696.6966878681,0
2497,-6770.35439320067,0
2498,-131504.819978583,0
2499,-167529.622093872,0
2500,-136200.538390655,0
2501,-79999.1146650912,0
2502,-145757.149381944,0
2503,-195322.509268863,0
2504,-194977.717121876,0
2505,-137712.457297086,0
2506,-156497.009323793,0
2507,-159637.999052935,0
2508,-205940.487999801,0
2509,-167459.780201717,0
2510,-109849.72822994,0
2511,-74510.0101609987,0
2512,-19129.3441736937,0
2513,15610.6523923194,0
2514,-48087.9256635625,0
2515,-50599.4991505656,0
2516,-34496.0566585367,0
2517,-24829.0458250909,0
2518,-27961.406071131,0
2519,-48323.7075918307,0
2520,-30435.8881235046,0
2521,-61742.1867653377,0
2522,-40958.4366788485,0
2523,-43851.0835116976,0
2524,-55464.9518085283,0
2525,-16151.4824053777,0
2526,78896.5495288519,0
2527,-40408.2497118539,0
2528,-152995.653811215,0
2529,-135811.573664299,0
2530,-50072.3927806892,0
2531,-91960.4901526017,0
2532,162357.878251294,0
2533,126691.090148373,0
2534,-153176.873662185,0
2535,-114067.25175942,0
2536,-91960.4901526017,0
2537,-11373.4708838118,0
2538,-73296.5623456271,0
2539,-48375.6058818785,0
2540,-13317.3497789518,0
2541,-23644.8181478583,0
2542,-53099.0477672899,0
2543,-11700.84185857,0
2544,-11700.84185857,0
2545,-27287.5948642905,0
2546,-26549.523883645,0
2547,-12380.7253740517,0
2548,-33929.165906135,0
2549,-10962.7708779244,0
2550,-10962.7708779244,0
2551,-19651.2182413002,0
2552,-32599.7773477754,0
2553,10626.8702233394,0
2554,-21872.0955165315,0
2555,-11245.2252931922,0
2556,-11466.621859802,0
2557,-51552.2404407478,0
2558,-10918.1676123429,0
2559,-23051.797988191,0
2560,-43629.6869450878,0
2561,-34075.8160469091,0
2562,-89847.4244062608,0
2563,-51655.9045582092,0
2564,-10741.3743113145,0
2565,-21925.5417558488,0
2566,-30991.0822174857,0
2567,-18665.9675469864,0
2568,1897.23041628754,0
2569,-40200.5506985975,0
2570,-28815.5550866385,0
2571,-10962.7708779244,0
2572,-10962.7708779244,0
2573,0,0
2574,-43851.0835116976,0
2575,-23573.1681197158,0
2576,28266.6671329188,0
2577,7077.76291116106,0
2578,-5931.18074202203,0
2579,-16893.0675067887,0
2580,-16893.9516199464,0
2581,-49401.1732908281,0
2582,-10962.7708779244,0
2583,-43851.0835116976,0
2584,0,0
2585,-43851.0835116976,0
2586,-10962.7708779244,0
2587,-17511.7833674664,0
2588,-39437.3251233152,0
2589,-39437.3251233152,0
2590,-39442.1357018425,0
2591,17144.6496050344,0
2592,-10962.7708779244,0
2593,-67058.1439686303,0
2594,-56998.6083706428,0
2595,-67961.3792485672,0
2596,0,0
2597,-10962.7708779244,0
2598,-32888.3126337732,0
2599,1365.47123813797,0
2600,-43851.0835116976,0
2601,-101505.474257595,0
2602,-47036.7485340479,0
2603,-145780.69901131,0
2604,-178642.464045501,0
2605,-131224.589465047,0
2606,-28474.5542453908,0
2607,-99416.4533141925,0
2608,-123817.040263341,0
2609,-135112.489722462,0
2610,-87489.688429713,0
2611,-90032.7795238135,0
2612,-192181.519539721,0
2613,-181169.00193964,0
2614,-170255.977783872,0
2615,-192181.519539721,0
2616,-159637.999052935,0
2617,-126749.686419162,0
2618,-71713.8125788436,0
2619,0,0
2620,0,0
2621,-56782.3576575527,0
2622,-9178.83218521715,0
2623,-30354.2522339617,0
2624,10182.5084307363,0
2625,-71828.9630295548,0
2626,-152310.15303482,0
2627,-35791.9835796628,0
2628,-67055.107222161,0
2629,-39427.102434605,0
2630,-9702.7592407231,0
2631,-60026.2431571416,0
2632,0,0
2633,-49741.2259335543,0
2634,-90132.9771538244,0
2635,-40408.2497118539,0
2636,-112587.404099361,0
2637,-107845.942490429,0
2638,-96883.1716125042,0
2639,-102923.261030526,0
2640,-96883.1716125042,0
2641,-142032.882933291,0
2642,-124848.802786375,0
2643,-118627.493517383,0
2644,-152995.653811215,0
2645,-23903.4766833568,0
2646,-60220.3261514629,0
2647,-16086.8402563987,0
2648,-159.413675635937,0
2649,-34086.6532303955,0
2650,-46933.7382635617,0
2651,-22663.6127364944,0
2652,-35167.7109903508,0
2653,-58634.5801221317,0
2654,-60175.9074980638,0
2655,-32888.3126337732,0
2656,-10962.7708779244,0
2657,-10962.7708779244,0
2658,-21925.5417558488,0
2659,-55416.925934923,0
2660,5397.41027531594,0
2661,-33056.2629610657,0
2662,-49393.053706229,0
2663,-12608.7548880198,0
2664,-80933.3671518625,0
2665,-102923.261030526,0
2666,-10962.7708779244,0
2667,-44237.4864638671,0
2668,-43851.0835116976,0
2669,-21925.5417558488,0
2670,-70982.7841930031,0
2672,-54959.9514784552,0
2673,-7168.31004534932,0
2675,-38694.2788865477,0
2676,-27731.5080086233,0
2677,-29628.7384249108,0
2678,-32888.3126337732,0
2679,-10962.7708779244,0
2680,-10962.7708779244,0
2681,0,0
2682,3877.95322990499,0
2683,16578.5234866872,0
2684,36361.7180376534,0
2685,-27664.4739575786,0
2686,-3326.78662778026,0
2687,-48003.7403086714,0
2688,-17305.024389313,0
2689,19558.0358229133,0
2690,-28474.5542453908,0
2691,-1650.90320650249,0
2692,-17511.7833674664,0
2693,-18665.9675469864,0
2694,-17511.7833674664,0
2695,-50400.0960012396,0
2696,-17511.7833674664,0
2697,-50400.0960012396,0
2698,-50400.0960012396,0
2699,-43851.0835116976,0
2700,-10962.7708779244,0
2701,-32888.3126337732,0
2702,-43851.0835116976,0
2703,-43851.0835116976,0
2704,-43851.0835116976,0
2705,0,0
2706,-43851.0835116976,0
2707,-32888.3126337732,0
2708,0,0
2709,-43339.1583155085,0
2710,-119828.529878476,0
2711,-83839.8465837883,0
2712,-110883.997647494,0
2713,-17511.7833674664,0
2714,-112652.03962024,0
2715,-141338.622617207,0
2716,-95599.5823244671,0
2717,-184359.738390939,0
2718,-170255.977783872,0
2719,-65476.0473597546,0
2720,-68159.9925406169,0
2721,-143137.79105611,0
2722,-198118.706851018,0
2723,-184359.738390939,0
2724,-121440.651886101,0
2725,-29210.5044234056,0
2726,-121955.891588041,0
2727,-78475.9496297595,0
2728,-8986.56879352419,0
2729,-31944.8582873702,0
2730,-21925.5417558488,0
2731,6373.73088202841,0
2732,-36904.8262391768,0
2733,-194015.011907863,0
2734,-21925.5417558488,0
2735,-16458.0682114829,0
2736,-61285.8944484116,0
2737,-10962.7708779244,0
2738,-37323.062387013,0
2739,0,0
2740,0,0
2741,-55491.6080439592,0
2742,-39959.0144403623,0
2743,-84259.3332235515,0
2744,-90480.642492543,0
2745,-142032.882933291,0
2746,-152995.653811215,0
2747,-62515.0113186722,0
2748,-90661.8623435126,0
2749,-152995.653811215,0
2750,-152995.653811215,0
2751,-170179.733958131,0
2752,-137291.421324358,0
2753,-23903.4766833568,0
2754,-57720.1735528572,0
2755,-12925.754401827,0
2756,-24029.0499656543,0
2757,-9688.9773352312,0
2758,-9421.44350199235,0
2759,-31346.9852578412,0
2760,-31346.9852578412,0
2761,0,0
2762,0,0
2763,-21925.5417558488,0
2764,-10962.7708779244,0
2765,-32888.3126337732,0
2766,-10962.7708779244,0
2767,-44596.0673431772,0
2768,-69315.426791407,0
2769,-32888.3126337732,0
2770,-56769.0971365308,0
2771,-10962.7708779244,0
2772,-101624.633221437,0
2774,-21925.5417558488,0
2775,-45918.8705362749,0
2776,20583.8242914557,0
2777,-7703.19666906202,0
2778,-32888.3126337732,0
2779,-31317.4238260279,0
2780,-43851.0835116976,0
2781,-51554.2801807596,0
2782,-40591.5093028352,0
2783,-10962.7708779244,0
2784,-21925.5417558488,0
2785,-38433.20603612,0
2786,40734.2734732683,0
2787,-22515.3997705251,0
2788,-46609.3598259889,0
2789,-43851.0835116976,0
2790,15787.0977410235,0
2791,24388.9286132459,0
2792,-4694.39407108379,0
2793,-10962.7708779244,0
2794,-50400.0960012396,0
2795,-50400.0960012396,0
2796,-9065.54046163686,0
2797,-43851.0835116976,0
2798,-6549.01248954203,0
2799,-28474.5542453908,0
2800,-39437.3251233152,0
2801,-39437.3251233152,0
2802,-32888.3126337732,0
2803,-66260.9761622036,0
2804,0,0
2805,-43851.0835116976,0
2806,-43851.0835116976,0
2807,-43851.0835116976,0
2808,0,0
2809,-35073.066614794,0
2810,-67961.3792485672,0
2811,-57567.4721424097,0
2812,-35433.8428567541,0
2813,-67961.3792485672,0
2814,-34491.9491116189,0
2815,-194536.274761253,0
2816,-6549.01248954203,0
2817,-81361.3188368807,0
2818,-171734.378340451,0
2819,-91655.820054561,0
2820,-66387.4124231082,0
2821,-96028.0127314612,0
2822,-55572.8087727557,0
2823,-55727.3684329948,0
2824,-24504.4527680303,0
2825,-99231.7494990026,0
2826,-96090.7597698606,0
2827,-88403.3574040352,0
2828,-119287.620539179,0
2829,-56550.4078739107,0
2830,0,0
2831,-18379.8563897064,0
2832,-34565.3299000316,0
2833,0,0
2834,-25338.8899569423,0
2835,-162722.637673761,0
2836,-13866.54173761,0
2837,-5139.56050474587,0
2838,-18739.1432539764,0
2839,-28400.224693072,0
2840,-26191.2550811663,0
2841,-16175.1596454439,0
2842,-44528.8371660348,0
2843,-44528.8371660348,0
2844,-16723.116054372,0
2845,-78219.2438055295,0
2846,-84440.5530745211,0
2847,-131070.112055367,0
2848,-113886.031908451,0
2849,-68555.1007366942,0
2850,-90480.642492543,0
2851,-51552.2404407478,0
2852,-91960.4901526017,0
2853,-101624.633221437,0
2854,-152995.653811215,0
2855,0,0
2856,-104887.025548476,0
2857,-41207.4714379837,0
2858,-42840.9468905411,0
2859,-15319.9221950591,0
2860,-31824.7758836001,0
2861,-42309.7561357656,0
2862,-42309.7561357656,0
2863,-42309.7561357656,0
2864,-10962.7708779244,0
2865,-21925.5417558488,0
2866,-10962.7708779244,0
2867,-44793.5394814113,0
2868,-10962.7708779244,0
2869,-10962.7708779244,0
2870,-10962.7708779244,0
2871,-112587.404099361,0
2872,-10962.7708779244,0
2873,-34745.8761264092,0
2874,-10962.7708779244,0
2875,-44192.9572521001,0
2876,-10962.7708779244,0
2877,0,0
2878,-21925.5417558488,0
2879,-32888.3126337732,0
2880,-51554.2801807596,0
2881,-31525.9688411984,0
2882,-64414.2814749716,0
2883,-10962.7708779244,0
2884,3551.73915799829,0
2885,23332.8846821191,0
2886,-15826.8245102651,0
2887,15129.1302239718,0
2888,-43851.0835116976,0
2889,-43851.0835116976,0
2890,-10962.7708779244,0
2891,-32888.3126337732,0
2892,-50400.0960012396,0
2893,-43851.0835116976,0
2894,15860.8801609639,0
2895,-7703.19666906202,0
2896,-6549.01248954203,0
2897,-17511.7833674664,0
2898,-6549.01248954203,0
2899,-39437.3251233152,0
2900,-39437.3251233152,0
2901,-21925.5417558488,0
2902,-55298.2052842792,0
2903,0,0
2904,-1295.41558336042,0
2905,0,0
2906,0,0
2907,-78924.1501264916,0
2908,-56998.6083706428,0
2909,-93437.1462235747,0
2910,-115362.687979424,0
2911,-93437.1462235747,0
2912,-115362.542111419,0
2913,-54050.0265835179,0
2914,-142016.489799935,0
2915,-43851.0835116976,0
2916,-70398.5479589563,0
2917,-103286.86059273,0
2918,-93543.4835968271,0
2919,-104411.60835643,0
2920,-71438.0451496104,0
2921,-35117.9810383751,0
2922,-34537.3397778744,0
2923,-46647.2810938528,0
2924,-24872.9126394921,0
2925,-45366.1793928056,0
2926,-81730.1396923603,0
2927,-38170.5514842043,0
2928,-60096.0932400531,0
2929,-78475.9496297595,0
2930,-64872.0593266196,0
2931,-3526.9330157723,0
2932,-29328.4918945902,0
2933,-11784.8223383166,0
2934,-46754.8543713832,0
2935,-163942.031555783,0
2936,-35054.3591355437,0
2937,-34378.1605629182,0
2938,-48441.0573858771,0
2939,-40664.6850098252,0
2940,-68843.5405315926,0
2941,-38778.4550556299,0
2942,-33650.7196011831,0
2943,-82754.7521010083,0
2944,-82735.4678973439,0
2945,-45320.0434490798,0
2946,-40408.2497118539,0
2947,-135811.573664299,0
2948,-113886.031908451,0
2949,-95403.3239524455,0
2950,-56293.7020496807,0
2951,-62333.7914677027,0
2952,-73296.5623456271,0
2953,-40408.2497118539,0
2954,-62333.7914677027,0
2955,-24829.3126155344,0
2956,-56020.4607969737,0
2957,-10962.7708779244,0
2958,-36568.3248258108,0
2959,-47531.0957037352,0
2960,0,0
2961,-56482.4517326236,0
2962,-21925.5417558488,0
2963,-10962.7708779244,0
2964,-21925.5417558488,0
2965,-10962.7708779244,0
2966,0,0
2967,-68555.1007366942,0
2968,-10962.7708779244,0
2969,-41473.1565715061,0
2970,-55487.0183346752,0
2971,-21925.5417558488,0
2972,-87480.2813673805,0
2973,-21925.5417558488,0
2974,-21925.5417558488,0
2975,-15488.2886588259,0
2976,-20200.0472278443,0
2977,-7703.19666906202,0
2978,-31525.9688411984,0
2979,-45748.3139279852,0
2980,-21925.5417558488,0
2981,12334.6917815037,0
2982,-15331.3161760798,0
2983,12895.9236867446,0
2984,4205.45973848173,0
2985,-32888.3126337732,0
2986,-21925.5417558488,0
2987,-10962.7708779244,0
2988,-21925.5417558488,0
2989,-28467.9101334117,0
2990,-21925.5417558488,0
2991,-39437.3251233152,0
2992,-21925.5417558488,0
2993,-43851.0835116976,0
2994,-6549.01248954203,0
2995,4898.10928303952,0
2996,-28474.5542453908,0
2997,-10962.7708779244,0
2998,0,0
2999,-10962.7708779244,0
3000,0,0
3001,0,0
3002,0,0
3003,0,0
3004,-10962.7708779244,0
3005,-78924.1501264916,0
3006,-58364.0796087807,0
3007,-115362.687979424,0
3008,-82435.9745681096,0
3009,-100416.644308497,0
3010,-120090.948044086,0
3011,-193659.920096299,0
3012,-32888.3126337732,0
3013,-59435.7770810319,0
3014,-103286.86059273,0
3015,-103286.86059273,0
3016,-82737.685490201,0
3017,-52764.8092936677,0
3018,-39532.4924649384,0
3019,-41216.3718891002,0
3020,-63583.1758157627,0
3021,-34660.2620582088,0
3022,-79133.1429348018,0
3023,-46385.1564330819,0
3024,-56403.6736486615,0
3025,-92079.8399328995,0
3026,-60096.0932400531,0
3027,-54900.0319601671,0
3028,-11185.6047620946,0
3029,-37917.2787291738,0
3030,-42798.9845163673,0
3031,-17969.6719008329,0
3032,-182697.149218375,0
3033,-18967.4610059353,0
3034,-24252.7658668701,0
3035,-27976.7076862021,0
3036,-30126.1083027943,0
3037,-41446.3132777129,0
3038,-68257.6615045565,0
3039,-50038.1140731965,0
3040,-73278.1250471495,0
3041,-40214.276818965,0
3042,-56293.7020496807,0
3043,-56293.7020496807,0
3044,-78219.2438055295,0
3045,-101443.413370467,0
3046,-45330.9311717563,0
3047,-90480.642492543,0
3048,-40408.2497118539,0
3049,-28146.8510248404,0
3050,-17184.0801469159,0
3051,-28146.8510248404,0
3052,-48732.7892988911,0
3053,-32888.3126337732,0
3054,-32888.3126337732,0
3055,-10962.7708779244,0
3056,0,0
3057,-32888.3126337732,0
3058,-21925.5417558488,0
3059,-10962.7708779244,0
3061,-28146.8510248404,0
3062,-38044.441515061,0
