i,GM_RAS,units
4929,-30013.753619539,0
4930,-335.864538947761,0
4931,22800.0142110982,35
4932,-30856.2128732195,0
4933,12994.8706384781,25
4934,7489.88896201138,28
4935,-8128.53106801602,0
4936,-11105.9454941298,0
4937,-10962.7708779244,0
4938,-38143.7916160353,0
4939,-34784.1268981505,0
4940,-23821.3560202261,0
4941,5343.86647454655,0
4942,-101219.040151393,0
4943,-51306.378473017,0
4944,-48244.9014395655,0
4945,-42771.2385001294,0
4946,-55794.3820171235,0
4947,-21115.6579971726,0
4948,-25670.8401094057,0
4949,10979.9807713511,8
4950,-10962.7708779244,0
4951,-10962.7708779244,0
4952,0,0
4953,0,0
4954,0,0
4955,-79870.9655298932,0
4956,-50124.1210984231,0
4957,-39186.2575811715,0
4958,-42587.1946824819,0
4959,-30288.7982156608,0
4960,-59047.5394664592,0
4961,-70010.3103443836,0
4962,-59047.5394664592,0
4963,-59047.5394664592,0
4964,-51141.1187363593,0
4965,-36600.9912308691,0
4966,-15648.0529567979,0
4967,-26610.8238347223,0
4968,-37573.5947126467,0
4969,-45707.4228102456,0
4970,-7425.35719419178,0
4971,-942.870441689272,0
4972,-34850.1692143095,0
4973,590.125639564067,10
4974,-33621.6128895427,0
4975,-72154.6265824552,0
4976,-42670.8322325695,0
4977,-53609.8833264457,0
4978,-11315.1550669287,0
4979,-11521.1964706525,0
4980,7489.88896201138,28
4981,-8930.67111737069,0
4982,-11245.9257279794,0
4983,16552.8214568507,37
4984,-42080.7065930054,0
4985,-62476.1470491136,0
4986,-37678.2274930708,0
4987,-40956.9829167773,0
4988,-13674.281241321,0
4989,-23607.2118366527,0
4990,-10531.6907651596,0
4991,809.883758676238,30
4992,-33598.8790083826,0
4993,-11943.2985054259,0
4994,-40871.2060065748,0
4995,-3435.82689044881,0
4996,49809.7259955423,20
4998,0,0
4999,0,0
5000,-69402.5568377876,0
5001,-68663.2878766377,0
5002,-49155.9261030495,0
5003,-49572.3459152793,0
5004,-32966.7078895952,0
5005,-30288.7982156608,0
5006,-41251.5690935852,0
5007,-60577.5964313215,0
5008,-34775.7226054762,0
5009,-35698.3326938443,0
5010,-1956.6127720807,0
5011,-47563.7621087935,0
5012,-14675.4494750203,0
5013,-37573.5947126467,0
5014,-50392.7048891191,0
5015,-50392.7048891191,0
5016,-47650.7546720562,0
5017,-54789.6042758593,0
5018,-30527.8100755169,0
5019,-45174.5094070312,0
5020,-22658.8420116183,0
5021,-59540.6079287395,0
5022,-31117.935715081,0
5023,1770.37691869226,30
5024,-33031.4872499786,0
5025,-25550.8805850753,0
5026,-8930.67111737069,0
5027,29415.4307178602,30
5028,28257.8034125558,39
5029,13564.9067165777,25
5030,0,0
5031,-33031.4872499786,0
5032,-10962.7708779244,0
5033,-21925.5417558488,0
5034,-43851.0835116976,0
5035,-33978.6253973002,0
5036,-34138.8015141667,0
5037,-34408.7627670588,0
5038,-23445.9918891344,0
5039,-34138.8015141667,0
5040,-33336.5604779471,0
5041,-15479.5436827078,0
5042,-38401.647637887,0
5043,-10241.0685035408,0
5044,-10962.7708779244,0
5045,0,0
5046,-51922.5372402192,0
5047,-65316.7708933441,0
5048,-10777.1623941372,0
5049,-73985.265771538,0
5050,-52612.9700155685,0
5051,-39721.5121287228,0
5052,-41251.5690935852,0
5053,-28368.8015685289,0
5054,-15724.5713061226,0
5055,-1856.33929854794,0
5056,-15648.0529567979,0
5057,-36600.9912308691,0
5058,-48536.3655905711,0
5059,-15648.0529567979,0
5060,-61355.4757670435,0
5061,-33063.5775471365,0
5062,-62414.476497177,0
5063,-45093.7918988266,0
5064,-33031.4872499786,0
5065,-43260.9578721336,0
5066,-22658.8420116183,0
5067,-28780.8390515117,0
5068,-9782.51959879627,0
5069,-43994.258127903,0
5070,-33031.4872499786,0
5071,-11105.4511895488,0
5072,-23496.3302562014,0
5073,5174.63435140264,46
5074,27100.1761072514,48
5075,14262.1286887632,33
5076,0,0
5077,-44584.3837674671,0
5078,-13683.5139358388,0
5079,16623.9486242308,25
5080,26014.1730809408,30
5081,-23132.1367452936,0
5082,-45371.5336449832,0
5083,-21655.5805029567,0
5084,-21115.6579971726,0
5085,-38176.9271977093,0
5086,-13740.1116280206,0
5087,-16476.1058820382,0
5088,679.490671432824,8
5089,26866.5160800399,9
5090,-22545.6046825547,0
5091,-54019.139162705,0
5092,-65780.26076913,0
5093,-36064.3066601622,0
5094,-56333.4351054625,0
5095,-39721.5121287228,0
5096,-61647.0538845716,0
5097,-39721.5121287228,0
5098,-50758.1235207753,0
5099,-37573.5947126467,0
5100,-36600.9912308691,0
5101,-59499.1364684955,0
5102,-36600.9912308691,0
5103,-36600.9912308691,0
5104,-59499.1364684955,0
5105,-36600.9912308691,0
5106,-63211.8150655914,0
5107,-54280.6483995782,0
5108,-20881.6538414006,0
5109,-38539.9527556211,0
5110,-31708.0613546451,0
5111,-11696.0711336939,0
5112,-50229.0848266064,0
5113,-11696.0711336939,0
5114,-55547.1546453915,0
5115,-44584.3837674671,0
5116,-10372.6452383603,0
5117,11114.9525784993,29
5118,2032.09976055371,24
5119,9521.988722565,52
5120,35089.4848848392,41
5122,-11696.0711336939,0
5123,-14084.822140482,0
5124,-46791.3235884932,0
5125,-26408.4398248488,0
5126,-42861.5546457068,0
5127,-40711.7012719912,0
5128,-5633.72903298322,0
5129,47163.7150042875,0
5130,104034.419719513,0
5131,36200.9441263631,0
5132,67833.4755931499,0
5133,36200.9441263631,0
5134,-32888.3126337732,0
5135,-12218.5520449109,0
5136,-43851.0835116976,0
5137,-13184.1401517994,0
5138,877.28089893805,0
5139,-43851.0835116976,0
5140,-20253.7897657459,0
5141,-39556.4213430142,0
5142,-7007.87658406417,0
5143,-26931.2983897953,0
5144,33407.8796503659,0
5145,-2350.66240711787,0
5146,-21925.5417558488,0
5147,-26246.4069910144,0
5148,-14935.3723385064,0
5149,-32888.3126337732,0
5150,-67945.0329176268,0
5151,-64911.0981309716,0
5152,-42985.5563751228,0
5153,-21060.014619274,0
5154,-32071.7301152439,0
5155,-21521.1866252221,0
5156,-95830.0969187933,0
5157,-95898.2615408664,0
5158,-26651.843385994,0
5159,-71331.4352479747,0
5160,-82294.2061258991,0
5161,-10962.7708779244,0
5162,26008.7309064607,0
5163,-44876.3772052568,0
5164,-28022.8979031602,0
5165,-20821.653068938,0
5166,-82587.1673475347,0
5167,-39839.9725227479,0
5168,-69307.1765066187,0
5169,-48485.5234376807,0
5170,-56027.1856657028,0
5171,-77952.7274215516,0
5172,-37522.7525597563,0
5173,-91232.7182624675,0
5174,-69307.1765066187,0
5175,-58344.4056286943,0
5176,-80269.9473845431,0
5177,-48485.5234376807,0
5178,-35205.5325967648,0
5179,-70411.0651935295,0
5180,-59448.2943156051,0
5181,-25391.5668904035,0
5182,-21925.5417558488,0
5183,-45873.9118858865,0
5184,-17222.1144130379,0
5185,-41978.4144641547,0
5186,35.9295442319562,7
5187,-41211.2628696039,0
5188,-34270.4081537671,0
5189,-49493.9585944487,0
5190,-60456.7294723731,0
5191,-63278.1670137486,0
5192,-52315.3961358242,0
5193,-70625.8994039307,0
5194,-84410.1078232306,0
5195,-95737.2577143449,0
5196,-100474.960144449,0
5197,-50068.5084747581,0
5198,-95403.3239524455,0
5199,-44204.0834535633,0
5200,17260.2219242115,9
5201,6322.39176750083,2
5202,-66103.8538969172,0
5203,-8794.03910456282,0
5204,19589.8301926082,12
5205,-11928.9446664713,0
5206,-14159.6014916656,0
5207,-23063.4612172501,0
5208,926.048779712874,30
5209,-52491.8886116593,0
5210,-28238.5009823382,0
5211,9139.05183143975,20
5212,-18857.8180562199,0
5213,0,0
5214,0,0
5215,-17610.6712085031,0
5216,-23510.5173611754,0
5217,-51248.9962121217,0
5218,-28748.4284058286,0
5219,-25638.2203529447,0
5220,-47563.7621087935,0
5221,-26610.8238347223,0
5222,-26610.8238347223,0
5223,-36600.9912308691,0
5224,-39429.9340111947,0
5225,-5569.01789564383,0
5226,-36600.9912308691,0
5227,-37506.5265202686,0
5228,-31712.7222246646,0
5229,-9782.51959879627,0
5230,-20745.2904767207,0
5231,-54957.0290058275,0
5232,-54957.0290058275,0
5233,-42228.4444497422,0
5234,-19548.2655599354,0
5235,-14793.5808108713,0
5236,-2082.32629829564,0
5237,-7779.44597504861,0
5238,2032.09976055371,24
5239,1326.02052136607,22
5240,-54957.0290058275,0
5241,0,0
5242,-10477.3521186999,0
5243,-31541.123551442,0
5244,-7882.8236074083,0
5245,13831.6275995872,19
5246,15279.3108166673,28
5247,2877.69329249527,18
5248,-24152.9280429325,0
5249,3689.61325693072,3
5250,58862.5524781076,14
5251,-23121.2219943954,0
5252,-33453.0258392478,0
5253,-74704.5949328329,0
5254,17962.315941703,15
5255,-50392.7048891191,0
5256,-48536.3655905711,0
5257,-37573.5947126467,0
5258,-3712.67859709589,0
5259,-40313.669827965,0
5260,-5569.01789564383,0
5261,-50392.7048891191,0
5262,-15648.0529567979,0
5263,-26037.044714385,0
5264,-31708.0613546451,0
5265,1180.25127912813,20
5266,-9782.51959879627,0
5267,-54957.0290058275,0
5268,-10279.2729066804,0
5269,-37276.0738333209,0
5270,-35228.3979923736,0
5271,-13302.8562365248,0
5272,-9505.15092970736,0
5273,12950.6963060231,25
5274,29415.4307178602,30
5275,41047.9414021333,17
5276,-11696.0711336939,0
5277,7384.03114144207,15
5278,-701.046443987056,0
5279,-13102.6639681591,0
5280,7384.03114144207,15
5281,-13102.6639681591,0
5282,24803.2350483441,20
5283,31496.4002956439,9
5284,1067.6509422851,1
5285,-16882.877892004,0
5286,-78745.6334805267,0
5287,-74704.5949328329,0
5288,42292.6949094909,17
5289,12761.5469296487,20
5290,-42617.5161963143,0
5291,-26610.8238347223,0
5292,-5569.01789564383,0
5293,-19360.7315538938,0
5294,-51276.4407058894,0
5295,-19360.7315538938,0
5296,-17504.3922553459,0
5297,-2046.24605724483,0
5298,-42670.8322325695,0
5299,-42670.8322325695,0
5300,-9782.51959879627,0
5301,1180.25127912813,20
5302,-22068.5267916468,0
5303,-9782.68259052172,0
5304,-13302.8562365248,0
5305,-20645.9392376227,0
5306,6422.63033528143,19
5307,21484.0653810764,44
5308,-283.154850054998,0
5309,24551.6426690623,8
5310,-20745.2904767207,0
5311,26205.2986301035,10
5312,49606.4700966882,40
5313,37204.8525725161,30
5314,26242.0816945917,29
5315,33626.1128360339,44
5316,24803.2350483441,20
5317,18090.2190645616,9
5318,65145.8140609172,10
5319,5244.00602667205,18
5320,55453.2857796711,19
5321,35864.6933036999,15
5322,29079.8883063758,23
5323,-15648.0529567979,0
5324,-15648.0529567979,0
5325,-19360.7315538938,0
5326,-40313.669827965,0
5327,-29350.8989500406,0
5328,-29350.8989500406,0
5329,-40313.669827965,0
5330,-40681.8616695078,0
5331,-32698.7625430648,0
5332,-32298.1869942091,0
5333,-44584.3837674671,0
5334,-42670.8322325695,0
5335,-40912.6812645655,0
5336,-35228.3979923736,0
5337,-12023.2537182987,0
5338,14992.998758736,29
5339,9683.62116643076,34
5340,22800.0142110982,35
5341,5174.63435140264,46
5342,9468.81694435961,3
5343,-22607.4532339384,0
5344,6993.4908671338,2
5345,-8085.07758542913,0
5346,37204.8525725161,30
5347,37204.8525725161,30
5348,49606.4700966882,40
5349,27680.9283408394,38
5350,-12271.7311651574,0
5351,11085.1483707206,2
5352,0,0
5353,12012.418633266,30
5354,-5569.01789564383,0
5355,-26610.8238347223,0
5356,-38457.3305294171,0
5357,-19360.7315538938,0
5358,-30323.5024318182,0
5359,-29350.8989500406,0
5360,-51276.4407058894,0
5361,-23781.8810543968,0
5362,-1149.66431324968,0
5363,-55951.4851125511,0
5364,590.125639564067,10
5365,-33621.6128895427,0
5366,-5752.21282431806,0
5367,-12023.2537182987,0
5368,14914.5168884096,29
5369,-13072.9537694248,0
5370,19610.2871452401,20
5371,-283.154850054998,0
5372,81325.6480615519,35
5373,0,0
5374,-33621.6128895427,0
5375,0,0
5376,-4000.60421323153,0
5377,-9523.92423167676,0
5378,-9523.92423167676,0
5379,-25504.2814923312,0
5380,30231.8784719953,20
5381,-15975.3005037668,0
5382,0,0
5383,35306.1010306423,16
5384,-16531.7887735682,0
5385,-34744.6519323212,0
5386,-14675.4494750203,0
5387,-16531.7887735682,0
5388,-52249.044187667,0
5389,-41286.2733097426,0
5390,-48536.3655905711,0
5391,-34744.6519323212,0
5392,-49420.1014073415,0
5393,-14667.6388790679,0
5394,-32455.3370172317,0
5395,-10372.6452383603,0
5396,11286.2348246507,20
5397,7562.20267894975,34
5398,-32080.7414035791,0
5399,38059.9776355209,49
5400,-10088.298422675,0
5401,49903.0970354393,40
5402,30661.6606704328,4
5403,-43975.504324942,0
5404,0,0
5405,11569.6695883386,4
5406,-21416.4081368396,0
5407,-7687.35544207173,0
5408,0,0
5409,-34805.4659591153,0
5410,0,0
5411,0,0
5412,57590.9350202305,9
5413,-20309.9629791854,0
5414,-47563.7621087935,0
5415,-61355.4757670435,0
5416,-59499.1364684955,0
5417,-12819.1101764724,0
5418,-13791.71365825,0
5419,-37573.5947126467,0
5420,-27494.5596514926,0
5421,-14675.4494750203,0
5422,-10917.659641173,0
5423,-10372.6452383603,0
5424,-3400.56819897465,0
5425,23527.9711993718,39
5426,-5306.52811544487,0
5427,-3472.88191591308,0
5428,-1438.36623685854,0
5429,100667.84928192,15
5430,-3311.30584106268,0
5431,0,0
5432,26791.0960292352,5
5433,-39429.9340111947,0
5434,-1856.33929854794,0
5435,-13791.71365825,0
5436,-13791.71365825,0
5437,-13791.71365825,0
5438,-15648.0529567979,0
5439,-50392.7048891191,0
5440,-23781.8810543968,0
5441,-34985.7841863708,0
5442,-42048.2753154117,0
5443,9902.28803755011,25
5444,-14363.3390768991,0
5445,1064.92997715506,46
5446,2030.75775180553,24
5447,116781.095929348,24
5448,-26593.9622215488,0
5449,-3586.13942978354,0
5450,0,0
5451,-25786.8406892232,0
5452,0,0
5453,-41870.2498711393,0
5454,-48536.3655905711,0
5455,-61355.4757670435,0
5456,-26610.8238347223,0
5457,-22787.3641603318,0
5458,-33986.2848526166,0
5459,6257.68358446687,19
5460,-22986.0245962231,0
5461,25941.4615428903,30
5462,92146.5847508768,19
5463,0,0
5464,-34918.4174879275,0
5465,0,0
5466,4064.36882134311,2
5467,31534.967913371,9
5468,5268.67519894562,13
5469,-43158.5285638323,0
5470,4101.08303142374,18
5471,3515.2506771288,4
5472,23675.6220108994,7
5473,-244.298409930121,0
5474,-503.593925544003,0
5477,-8692.41834574445,0
5478,20623.2850312294,34
5479,32051.051935107,35
5480,-32534.2553589238,0
5481,-56064.3432700155,0
5482,-32618.3513808811,0
5483,-55524.4207642314,0
5484,-21418.2531213642,0
5485,-43959.5067428786,0
5486,12438.7854030053,25
5487,46637.3432172077,22
5488,54331.7943983286,8
5489,0,0
5490,-34762.620613455,0
5491,-39746.1550690207,0
5492,-43625.931377484,0
5493,-6295.22637492196,0
5494,-22976.3497043742,0
5495,-17795.970372874,0
5496,-48084.7685885348,0
5497,-29600.9504042326,0
5498,-48541.7180382849,0
5499,-47563.7621087935,0
5500,-25638.2203529447,0
5501,-37573.5947126467,0
5502,-37573.5947126467,0
5503,-36600.9912308691,0
5504,-25638.2203529447,0
5505,-25638.2203529447,0
5506,-29629.7310736367,0
5507,-11134.669454712,0
5508,-9192.39395923214,0
5509,-44584.3837674671,0
5510,-20745.2904767207,0
5511,-56233.1982797215,0
5512,-22068.7163720542,0
5513,-42670.8322325695,0
5514,-55547.1546453915,0
5515,-19706.1076874068,0
5516,-13902.5222134859,0
5517,-23083.1690611532,0
5518,49025.7178631002,50
5519,-3240.07297819201,0
5521,-43994.258127903,0
5524,-24610.3768796994,0
5525,-215208.059807768,0
5526,-50282.2210795845,0
5528,-43851.0835116976,0
5532,13789.1566612999,0
5534,-40573.3676622513,0
5535,-51196.9127318796,0
5536,-45629.3009608029,0
5537,-40234.1418539552,0
5538,-29271.3709760308,0
5541,-43851.0835116976,0
5542,-32888.3126337732,0
5544,-44702.738361171,0
5547,-47011.7139759652,0
5548,13407.9354623036,0
5549,-40250.5933973077,0
5550,-51196.9127318796,0
5551,-51241.3569872638,0
5552,-51240.9551558108,0
5556,-21925.5417558488,0
5561,-10962.7708779244,0
5562,-147338.447695351,0
5563,-65707.8648783841,0
5565,-21925.5417558488,0
5566,-46490.3789196754,0
5567,-32675.6245997545,0
5568,-64411.8546664128,0
5570,-10962.7708779244,0
5571,-43851.0835116976,0
5573,-51211.2865088218,0
5574,-53563.0480747388,0
5575,-40234.1418539552,0
5576,-40234.1418539552,0
5577,-40234.1418539552,0
5578,-14524.2021669589,0
5580,-60226.519620318,0
5581,-10962.7708779244,0
5582,-51196.9127318796,0
5588,-10962.7708779244,0
5589,-10962.7708779244,0
5590,-21925.5417558488,0
5591,-69373.7068330993,0
5592,-101416.990755378,0
5594,-68172.8429248987,0
5596,-56938.1078059282,0
5597,-69140.4914043078,0
5598,-32888.3126337732,0
5599,-56261.1328315511,0
5600,-40749.0548677773,0
5601,-10962.7708779244,0
5605,-47875.9229458285,0
5607,-29271.3709760308,0
5609,-64201.3028230182,0
5610,-1404.61371481758,0
5612,-32888.3126337732,0
5613,-45574.5908441587,0
5615,-79955.9310228856,0
5620,-10962.7708779244,0
5621,-32888.3126337732,0
5624,-21925.5417558488,0
5625,-21925.5417558488,0
5626,-125008.56008618,0
5627,-10962.7708779244,0
5628,-10962.7708779244,0
5630,-32888.3126337732,0
5631,-59878.0316422247,0
5632,-18890.6216003441,0
5633,-30788.7148942891,0
5634,-37820.9932571207,0
5635,-136867.713816983,0
5636,-10962.7708779244,0
5638,-11955.0023995894,0
5639,-8172.74235835738,0
5644,-43851.0835116976,0
5645,-43060.5276373308,0
5646,-50930.6090955445,0
5647,-41464.4440042304,0
5651,-26137.0186857053,0
5652,-311840.715630652,0
5654,-100286.92571995,0
5655,-10962.7708779244,0
5657,-21925.5417558488,0
5658,-100771.113613622,0
5660,-32888.3126337732,0
5661,-10962.7708779244,0
5662,-10962.7708779244,0
5663,-80581.5011595369,0
5665,-32888.3126337732,0
5666,-115789.430092333,0
5671,-51792.4549589636,0
5673,-59518.1167092934,0
5674,-56305.5253113741,0
5675,-10962.7708779244,0
5676,-119199.929024608,0
5677,-8577.36184739407,0
5678,280.8912384102,0
5683,-64986.0693931796,0
5684,-43060.5276373308,0
5685,-21925.5417558488,0
5686,-21925.5417558488,0
5687,-33807.3529757058,0
5690,-12031.8416729625,0
5691,-24426.0973396499,0
5692,52168.4341812308,0
5693,42455.9410952069,0
5694,3787.17574797379,0
5695,-139393.996607007,0
5701,-27110.0385764521,0
5702,-73779.7799754697,0
5703,-55275.3873110233,0
5704,-55338.0482622171,0
5705,-21925.5417558488,0
5706,-10962.7708779244,0
5707,-108904.627701337,0
5709,-32888.3126337732,0
5715,-32888.3126337732,0
5716,-26863.9105053269,0
5717,-10962.7708779244,0
5718,-32888.3126337732,0
5719,0,0
5720,-43897.0151777466,0
5721,0,0
5723,-43851.0835116976,0
5728,-21925.5417558488,0
5729,-43060.5276373308,0
5730,-43060.5276373308,0
5731,-64986.0693931796,0
5732,-12898.5650817234,0
5734,-21925.5417558488,0
5736,-23175.8195477494,0
5737,-7356.80212681298,0
5738,-74563.8384528771,0
5739,-85601.0928202304,0
5740,-82346.0775187054,0
5741,-281139.138571541,0
5742,-10962.7708779244,0
5746,-92934.0065200425,0
5748,-73668.3965632818,0
5749,-106587.355383916,0
5750,-24300.7144646177,0
5751,-38827.7492258682,0
5752,-65438.603445511,0
5753,-47059.2882715192,0
5754,-66530.9791298667,0
5755,-10962.7708779244,0
5759,-26867.4348733083,0
5761,-21925.5417558488,0
5762,-90846.2778876562,0
5763,-63050.5729425671,0
5767,-10781.563881062,0
5768,-43851.0835116976,0
5769,-21925.5417558488,0
5770,-10962.7708779244,0
5771,-37563.3521799228,0
5772,-48526.1230578472,0
5773,-15819.0174209363,0
5774,-8126.46915992792,0
5775,0,0
5776,-21925.5417558488,0
5778,-10962.7708779244,0
5779,-60736.9642510159,0
5783,-52797.562348438,0
5784,0,0
5785,-43060.5276373308,0
5786,-43060.5276373308,0
5787,-43060.5276373308,0
5788,-32888.3126337732,0
5791,-92991.4707664729,0
5792,-82264.4079750903,0
5793,-18723.5403723591,0
5794,-7356.80212681298,0
5795,-101118.739990978,0
5796,-10962.7708779244,0
5801,-91785.0262703931,0
5802,-1680.4173543214,0
5803,-38994.8369686857,0
5804,-16888.0882159745,0
5805,-39295.488204824,0
5806,-91292.9164626165,0
5807,-34138.5904256738,0
5808,-80978.7814277244,0
5812,-43851.0835116976,0
5813,-77139.6414463778,0
5814,-17069.2952128369,0
5815,-38994.8369686857,0
5816,-44008.3270380762,0
5817,-10781.563881062,0
5818,-15830.0300479559,0
5819,-10781.563881062,0
5821,-15637.810424074,0
5822,-15819.0174209363,0
5823,-14129.4752449885,0
5824,0,0
5825,-10962.7708779244,0
5826,-43851.0835116976,0
5827,-84559.6846474991,0
5828,-21925.5417558488,0
5829,-43060.5276373308,0
5830,-43060.5276373308,0
5832,-21925.5417558488,0
5833,-67626.5108467267,0
5834,-99523.402307357,0
5835,-59984.4773266006,0
5836,-18319.5730047374,0
5837,-196306.296071111,0
5838,-101446.329957805,0
5839,-10962.7708779244,0
5840,-43851.0835116976,0
5842,-63283.8518559215,0
5843,-33957.3834288114,0
5844,-117067.157317997,0
5845,-58000.6727714669,0
5846,-16888.0882159745,0
5847,-48906.9203316981,0
5849,-67970.4938113142,0
5850,-49776.4008497477,0
5851,-89456.2014278463,0
5854,-28032.0660907613,0
5855,-34356.0198667689,0
5856,-43851.0835116976,0
5857,-43851.0835116976,0
5858,-21925.5417558488,0
5859,-51599.8763305969,0
5860,-32888.3126337732,0
5861,0,0
5862,-32888.3126337732,0
5863,-10962.7708779244,0
5864,-10962.7708779244,0
5865,-21925.5417558488,0
5866,-10962.7708779244,0
5867,0,0
5868,-10962.7708779244,0
5869,-45705.796902085,0
5870,-43060.5276373308,0
5871,-4813.92090307879,0
5872,-21925.5417558488,0
5873,-43851.0835116976,0
5874,-43851.0835116976,0
5875,-10962.7708779244,0
5876,-187871.202528454,0
5877,-53124.3875878321,0
5878,-47334.8187626162,0
5879,3787.17574797379,0
5880,-100172.682898531,0
5881,-129733.613991887,0
5882,-44920.1543067358,0
5883,-29101.1368857995,0
5885,-57759.0223418666,0
5886,-85648.5633740716,0
5889,-46615.7961396208,0
5890,-38994.8369686857,0
5891,-159435.638314321,0
5892,-10962.7708779244,0
5893,-45406.6923527363,0
5894,-43851.0835116976,0
5896,-23450.4167787275,0
5897,-67075.4034569312,0
5898,-46059.9560551269,0
5899,-15737.6068619723,0
5900,-43851.0835116976,0
5901,-21925.5417558488,0
5902,-21925.5417558488,0
5903,-62396.8188951584,0
5904,-10962.7708779244,0
5905,-43851.0835116976,0
5906,0,0
5907,0,0
5908,0,0
5909,0,0
5910,-56228.239454432,0
5911,-21744.3347589864,0
5912,-6971.316225537,0
5913,-15372.3545606435,0
5914,-21925.5417558488,0
5915,-246641.28420305,0
5917,-10962.7708779244,0
5918,-168805.190653197,0
5919,-76252.8760929177,0
5920,-33968.7504150805,0
5921,-121633.944841873,0
5922,-21925.5417558488,0
5923,-10962.7708779244,0
5924,-10962.7708779244,0
5926,-18138.3660078751,0
5927,-18319.5730047374,0
5928,-33957.3834288114,0
5932,-73960.8701604443,0
5933,-55487.4251531444,0
5935,-91832.2825674928,0
5936,-35538.3808767189,0
5937,-89757.075694464,0
5939,-8161.67361899067,0
5940,-53273.228810494,0
5942,-11651.6223279174,0
5944,-89056.4727415939,0
5945,-10962.7708779244,0
5946,-32888.3126337732,0
5947,-21925.5417558488,0
5948,-21925.5417558488,0
5949,-44075.25741618,0
5950,-430174.513233751,0
5951,-23175.8195477494,0
5952,0,0
5953,-4939.53327957098,0
5954,-26949.8098371493,0
5955,-27015.0107807482,0
5956,37250.7903636418,15
5957,53806.9776474037,8
5958,-32888.3126337732,0
5959,-90744.4007119457,0
5960,-21925.5417558488,0
5961,-66299.2992528843,0
5962,-43851.0835116976,0
5963,-21925.5417558488,0
5964,-99943.6877879343,0
5965,-90701.1484772059,0
5966,-40347.9213236297,0
5967,-49146.3981152525,0
5968,-143070.045699565,0
5969,-87284.593998742,0
5975,-57752.8452275115,0
5976,-31233.3246673868,0
5977,-2500.55558380106,0
5978,-35616.3705179943,0
5979,-107550.6176255,0
5983,-168213.886966338,0
5984,-99226.864090976,0
5985,-61875.9636775989,0
5986,4132.77410519497,0
5987,-15538.96396642,0
5988,-51334.6518159,0
5990,-41132.538495238,0
5991,-21925.5417558488,0
5992,-72624.428221172,0
5993,-139983.126866304,0
5994,-43851.0835116976,0
5995,-72371.203025911,0
5996,-39004.1562915001,0
5997,-43794.1087125517,0
5998,-13289.6031241343,0
5999,-48707.3300547096,0
6000,0,0
6001,-48526.1230578472,0
6002,-59488.8939357716,0
6003,-48707.3300547096,0
6004,-76478.9316347917,0
6006,-32211.6317226418,0
6007,-39722.41500708,0
6008,-71116.7130444422,0
6009,-81647.040833077,0
6010,-60249.3158208184,0
6011,-62378.4917917723,0
6012,-21925.5417558488,0
6013,-43851.0835116976,0
6014,-21925.5417558488,0
6016,-57497.8649046527,0
6017,-10962.7708779244,0
6018,-10962.7708779244,0
6019,-131366.993681493,0
6020,-67183.5500347286,0
6021,-111475.002629789,0
6022,-99184.0984467935,0
6023,-23879.4424419634,0
6024,-33957.3834288114,0
6027,-28032.0660907613,0
6030,-88893.6187021892,0
6031,-24426.0973396499,0
6033,-95579.2672472476,0
6034,-99685.3678383852,0
6036,-21925.5417558488,0
6037,-48255.6470119309,0
6038,-6263.27344022569,0
6040,-10962.7708779244,0
6041,-72710.032103496,0
6042,-58120.6819418555,0
6043,53376.3186698925,0
6044,32497.9803392394,0
6045,-16883.8689807206,0
6046,-22408.2306691432,0
6052,-45096.079305972,0
6053,-103362.984637131,0
6054,-43851.0835116976,0
6055,-10962.7708779244,0
6056,-36725.2948145667,0
6057,9128.91443038764,7
6058,-47885.2141794227,0
6059,-54898.4893348964,0
6060,-21744.3347589864,0
6061,-32888.3126337732,0
6062,-21744.3347589864,0
6063,-39600.7195152546,0
6065,-16888.0882159745,0
6066,-45547.0806861056,0
6067,-45019.2938299118,0
6068,-40374.969876363,0
6069,-31441.6111208799,0
6070,-63612.1714751856,0
6071,-43851.0835116976,0
6072,-42887.7551442926,0
6077,-32888.3126337732,0
6079,-110017.005286515,0
6080,3605.96875111142,0
6081,-33957.3834288114,0
6083,-37255.9267170979,0
6084,-17069.2952128369,0
6085,-18138.3660078751,0
6086,-2319.34858693869,0
6088,19424.9861720477,0
6089,-81864.9740079787,0
6091,-97441.4627551959,0
6093,-83985.8197574186,0
6094,-77456.5439091004,0
6095,-10855.8516333846,0
6096,-43851.0835116976,0
6097,-32888.3126337732,0
6098,-77951.8703904309,0
6099,32497.9803392394,0
6100,32497.9803392394,0
6101,-28856.1175436947,0
6102,-89725.541447348,0
6103,-131844.38153984,0
6104,11441.5547233449,0
6107,7019.1249465521,0
6108,17981.8958244765,0
6109,-145242.637915717,0
6111,-85671.5021117676,0
6112,-21925.5417558488,0
6113,-34196.2004298638,0
6114,-18181.1512863025,0
6115,-54632.6473927596,0
6116,-53519.556664964,0
6117,-46221.0722495044,0
6118,-5925.31733805008,0
6119,-49776.4008497477,0
6120,-55178.3646831132,0
6121,-32707.1056369108,0
6123,-38813.6299718233,0
6130,-160494.108896151,0
6131,-132264.280862941,0
6132,-98419.8241762984,0
6133,-31319.9914253605,0
6134,14568.7396290358,0
6135,-21429.5972268279,0
6136,4856.24654301193,0
6137,-38994.8369686857,0
6138,8462.21529412334,0
6139,-18138.3660078751,0
6140,8462.21529412334,0
6141,-58975.6373684104,0
