i,stocking_dairy_temp,stocking_dairy_perm,stocking_dairy_rough,stocking_beef_temp,stocking_beef_perm,stocking_beef_rough,stocking_sheep_temp,stocking_sheep_perm,stocking_sheep_rough,herd_dairy,herd_beef,herd_sheep,ig_herd_dairy,ig_herd_beef,ig_herd_sheep,dairy,beef,sheep
641,3,0.60489530396492,0,0,0.624072720606944,0,0,4.77726202561713,45,1452.62400817871,664.67858505249,6252.26625442505,0,0,0,1452.62400817871,664.67858505249,6252.26625442505
642,3,0.626752722415188,0,0,0.656905144828251,0,0,4.25350741621859,45,372.686172485352,174.145056724548,1431.05934333801,0,0,0,372.686172485352,174.145056724548,1431.05934333801
643,3,0.887350871431703,0,0,1.11025844670128,0,0,3.66257566520151,45,17.6894285678864,10.056466460228,49.9864651560783,0,0,0,17.6894285678864,10.056466460228,49.9864651560783
644,3,0.309769319939987,0,0,0.972396596656387,0,0,5.39505731737438,45,15.3106272220612,13.8636084794998,86.1802845299244,0,0,0,15.3106272220612,13.8636084794998,86.1802845299244
645,3,0.179125532573688,0,0,0.862303356692503,0,0,5.34730893234142,45,697.469581604004,636.398929595947,4372.30122756958,0,0,0,697.469581604004,636.398929595947,4372.30122756958
646,3,0.18546494029854,0,0,0.867539196393196,0,0,5.25100297839251,45,807.228729248047,736.125434875488,4948.34999656677,0,0,0,807.228729248047,736.125434875488,4948.34999656677
647,3,0.166005806967018,0,0,0.851413169677966,0,0,4.74309218434466,45,1086.38752746582,992.382537841797,6192.19215583801,0,0,0,1086.38752746582,992.382537841797,6192.19215583801
648,3,0.217011818625206,0,0,0.877791726063403,0,0,5.04370482646656,45,355.507232666016,315.870893478394,2039.6845741272,0,0,0,355.507232666016,315.870893478394,2039.6845741272
649,3,0.895826561303379,0,0,0.601479225081722,0,0,0.696248359815772,45,0.788958169519902,0.311351889744401,1.09662050474435,0,0,0,0.788958169519902,0.311351889744401,1.09662050474435
650,3,0.677459097835872,0,0,0.518839142980956,0,0,0.601183445563973,45,248.218593597412,98.3235168457031,338.748051643372,0,0,0,248.218593597412,98.3235168457031,338.748051643372
651,3,0.650733093388796,0,0,0.508872870749318,0,0,0.589539668421617,45,733.992362976074,290.97918510437,999.283843040466,0,0,0,733.992362976074,290.97918510437,999.283843040466
652,3,0.679859385741008,0,0,0.517253084399013,0,0,0.603090500473178,45,312.175806045532,122.840433120728,421.536120891571,0,0,0,312.175806045532,122.840433120728,421.536120891571
653,3,0.690254726939599,0,0,0.519629312865398,0,0,0.608087139935831,45,141.964463233948,55.6324763298035,190.673897504807,0,0,0,141.964463233948,55.6324763298035,190.673897504807
654,3,0.582628866987193,0,0,0.614663834405865,0,0,4.46952592930306,45,1373.79902648926,629.3766746521,5677.92161941528,0,0,0,1373.79902648926,629.3766746521,5677.92161941528
655,1.43844077566097,0,0,0,0.62557221154344,0,0,10.1251154459082,45,10.2359379529953,9.33290266990662,170.878435134888,0,0,0,10.2359379529953,9.33290266990662,170.878435134888
656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.165723323822,0,0,86.165723323822
657,3,0.603061516903448,0,0,0.481295416309871,0,0,1.4695030554805,45,230.062995910645,140.823707580566,1560.1584072113,0,-0,0,230.062995910645,140.823707580566,1560.1584072113
658,3,0.415911231533575,0,0,0.499003947333759,0,0,0,30.9866327290066,981.373352050781,860.179008483887,8857.1111831665,0,-0,0,981.373352050781,860.179008483887,8857.1111831665
659,3,0.344546882154057,0,0,0.649988028626752,0,0,0,21.284657318191,867.352142333984,1198.30093383789,9419.59745788574,0,-0,0,867.352142333984,1198.30093383789,9419.59745788574
660,3,0.180018745155733,0,0,0.601786958789724,0,0,0,16.6330806057703,497.557453155518,1048.74517822266,10115.8614196777,0,-0,0,497.557453155518,1048.74517822266,10115.8614196777
661,3,0.107281666526064,0,0,0.284047793594529,0,0,0,10.2491028014365,322.381591796875,419.470279693604,7258.50665283203,0,-0,0,322.381591796875,419.470279693604,7258.50665283203
662,3,0.115645860571217,0,0,0.281982286229908,0,0,0,15.0535313884388,205.044843673706,246.916814804077,5315.06253051758,0,-0,0,205.044843673706,246.916814804077,5315.06253051758
663,3,0.0907831147334247,0,0,0.263990505775526,0,0,0,38.2288704762828,76.0812840461731,100.903748512268,7166.55114746094,0,-0,0,76.0812840461731,100.903748512268,7166.55114746094
664,1.57058774850277,0,0,0,0.651223849738214,0,45,45,45,1.3552123606205,1.17647195607424,122.689705174416,0,0,3.18380518630178,1.3552123606205,1.17647195607424,125.873510360718
665,3,0.0985901092671157,0,0,0.273271753918639,0,0,11.0767480866497,45,48.4497647285461,63.9269847869873,7916.98950195312,0,-0,0,48.4497647285461,63.9269847869873,7916.98950195312
666,3,0.13471156822391,0,0,0.288356835986018,0,0,16.6053851623158,45,73.5633220672607,77.7565102577209,7118.21748352051,0,-0,0,73.5633220672607,77.7565102577209,7118.21748352051
667,3,0.140718557094414,0,0,0.294319517763581,0,0,14.8034438294332,45,61.2931437492371,64.7019038200378,5454.40548706055,0,-0,0,61.2931437492371,64.7019038200378,5454.40548706055
668,3,0.130648727759375,0,0,0.310113447427241,0,0,0,7.6244716244095,356.848117828369,388.815826416016,4033.89321899414,0,-0,0,356.848117828369,388.815826416016,4033.89321899414
669,3,0.380145120096436,0,0,0.636008045861527,0,0,41.6881009582875,45,155.791158676147,109.437414169312,7317.72100448608,0,0,0,155.791158676147,109.437414169312,7317.72100448608
670,3,0.465580865735713,0,0,0.665787150399372,0,45,45,45,104.071467399597,74.0329689979553,6112.42685794828,0,0,2140.86831188204,104.071467399597,74.0329689979553,8253.29516983032
671,3,0.412050446032405,0,0,0.627418438812735,0,0,6.58653216810385,45,830.705490112305,554.861923217773,8007.64763259888,0,0,0,830.705490112305,554.861923217773,8007.64763259888
672,3,0.395970806391164,0,0,0.6176552085021,0,0,3.47584594177626,45,1221.56364440918,771.111991882324,7056.6159362793,0,0,0,1221.56364440918,771.111991882324,7056.6159362793
673,3,0.441090060725853,0,0,0.65466443140689,0,0,2.50237629205234,45,1941.8784942627,1064.57650756836,6661.98519897461,0,0,0,1941.8784942627,1064.57650756836,6661.98519897461
674,3,0.865481407335594,0,0,1.0057455579958,0,0,1.45894995341623,45,2788.89276123047,1478.11268615723,4559.28709411621,0,0,0,2788.89276123047,1478.11268615723,4559.28709411621
675,3,0.637568032848488,0,0,0.913301049934489,0,0,0.877230354906591,45,2260.23553466797,1188.21704101562,3328.01917266846,0,0,0,2260.23553466797,1188.21704101562,3328.01917266846
676,3,0.706985907268702,0,0,0.94615611442043,0,0,0.670994594860719,45,122.570947647095,64.1106524467468,162.843551874161,0,0,0,122.570947647095,64.1106524467468,162.843551874161
677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7623.52606201172,0,0,7623.52606201172
678,3,0.654548626207736,0,0,0.921269237963935,0,0,0.996114111792793,45,34.9112329483032,22.4506222009659,69.7519351840019,0,0,0,34.9112329483032,22.4506222009659,69.7519351840019
679,3,0.657650401176176,0,0,0.837587458292035,0,0,1.25008123437819,45,1656.20851135254,932.374404907227,3019.0714263916,0,0,0,1656.20851135254,932.374404907227,3019.0714263916
680,3,0.836389898323796,0,0,0.803349285174784,0,0,1.58934468788081,45,2212.68794250488,1016.87505340576,3346.52081680298,0,0,0,2212.68794250488,1016.87505340576,3346.52081680298
681,3,0.507019234488999,0,0,0.818901870121588,0,0,2.17238985943534,45,1252.65784454346,714.476837158203,2532.22884368896,0,0,0,1252.65784454346,714.476837158203,2532.22884368896
682,3,0.469054070475676,0,0,0.797401997663926,0,0,2.06927777148787,45,1698.16006469727,955.608909606934,3179.41273498535,0,0,0,1698.16006469727,955.608909606934,3179.41273498535
683,3,0.509542011233032,0,0,0.776292410933373,0,0,1.83281836357972,45,1624.71862792969,798.437118530273,2579.12659072876,0,0,0,1624.71862792969,798.437118530273,2579.12659072876
684,3,0.521022646232404,0,0,0.755928169062074,0,0,1.42437029664469,45,1312.81468963623,582.263084411621,1955.796459198,0,0,0,1312.81468963623,582.263084411621,1955.796459198
685,3,0.341494343997546,0,0,0.792243409842716,0,0,1.72376669067654,45,1187.09117126465,784.870140075684,3052.45329284668,0,0,0,1187.09117126465,784.870140075684,3052.45329284668
686,3,0.383672486823957,0,0,0.773945948045427,0,0,1.14331582424379,45,1212.40879058838,819.723358154297,2537.50519561768,0,0,0,1212.40879058838,819.723358154297,2537.50519561768
687,3,0.477966719405276,0,0,0.741178896233253,0,0,0,41.7161706509216,968.115257263184,687.50834274292,896.851997375488,0,0,0,968.115257263184,687.50834274292,896.851997375488
688,3,0.491563438393112,0,0,0.786304626313762,0,0,0.59168778403048,45,1001.85926818848,784.932960510254,1414.47221183777,0,0,0,1001.85926818848,784.932960510254,1414.47221183777
689,3,0.434303686735163,0,0,0.804766927970468,0,0,1.6696498770921,45,955.083213806152,890.22095489502,2309.22826004028,0,-0,0,955.083213806152,890.22095489502,2309.22826004028
690,3,0.429243415321746,0,0,0.801915994654433,0,0,1.65651576056666,45,1230.50610351562,1143.42678070068,2953.72843933105,0,-0,0,1230.50610351562,1143.42678070068,2953.72843933105
691,3,0.457065548066947,0,0,0.759157217167343,0,0,0.559027726464757,45,908.832855224609,711.733707427979,1271.43435096741,0,0,0,908.832855224609,711.733707427979,1271.43435096741
692,3,0.423796108796129,0,0,0.821047181706476,0,0,2.09156289081378,45,195.64200592041,194.944583892822,563.18205165863,0,-0,0,195.64200592041,194.944583892822,563.18205165863
693,3,0.425235280998794,0,0,0.81987033744337,0,0,2.05409655334646,45,178.020099639893,176.19285774231,504.432039737701,0,-0,0,178.020099639893,176.19285774231,504.432039737701
694,3,0.496860052198006,0,0,0.798599705635893,0,0,1.61601213471599,45,1707.19662475586,1015.04391479492,3763.14688873291,0,0,0,1707.19662475586,1015.04391479492,3763.14688873291
695,0.576109478597301,0,0,0,0.459976490627828,0,0,7.07746376479825,45,9.70560437440872,90.0242691040039,1621.65236282349,0,-0,0,9.70560437440872,90.0242691040039,1621.65236282349
696,0.559190154296706,0,0,0,0.448114471209122,0,0,7.69815396946661,45,78.429379940033,729.414009094238,14439.6894378662,0,-0,0,78.429379940033,729.414009094238,14439.6894378662
697,0.629139385404611,0,0,0,0.504556044290948,0,0,7.90964790573894,45,101.355042457581,943.156944274902,16964.2483520508,0,-0,0,101.355042457581,943.156944274902,16964.2483520508
698,0.618007387647864,0,0,0,0.603827818041711,0,0,7.19334108755073,45,115.513181686401,843.70711517334,11961.4620513916,0,0,0,115.513181686401,843.70711517334,11961.4620513916
699,0.677366465135148,0,0,0,0.995657246327593,0,0,8.68994212737713,45,136.016211509705,730.993209838867,7673.50030517578,0,0,0,136.016211509705,730.993209838867,7673.50030517578
700,0.905772449343802,0,0,0,1.06961240474217,0,0,8.00700554973271,45,244.261907577515,809.343208312988,6331.36009216309,0,0,0,244.261907577515,809.343208312988,6331.36009216309
701,0.966887432870253,0,0,0,0.992766078648164,0,0,4.72906727008395,45,288.71471786499,787.647785186768,7121.82693481445,0,0,0,288.71471786499,787.647785186768,7121.82693481445
702,1.02921058450268,0,0,0,0.806677126729861,0,0,0,36.2804196278836,330.837776184082,667.129024505615,8547.75566101074,0,0,0,330.837776184082,667.129024505615,8547.75566101074
703,1.14771585169108,0,0,0,0.804930227869801,0,0,0.276115858343572,45,173.585245132446,371.882186889648,4790.279712677,0,0,0,173.585245132446,371.882186889648,4790.279712677
704,1.68033653489699,0,0,0,0.702111493584237,0,0,9.90551133058447,45,141.612620353699,392.648910522461,5925.59463500977,0,0,0,141.612620353699,392.648910522461,5925.59463500977
705,0.254233838547553,0,0,0,0.508343891075774,0,0,6.71547554015276,45,13.334752202034,181.212326049805,2807.15694236755,0,0,0,13.334752202034,181.212326049805,2807.15694236755
706,0.0813165411966171,0,0,0,0.447926019309282,0,0,7.04261267372664,45,15.0993287563324,566.635545730591,10324.7268447876,0,0,0,15.0993287563324,566.635545730591,10324.7268447876
707,0.346668419422776,0,0,0,0.47171250645221,0,0,5.84565249395808,45,58.726902961731,545.280885696411,8690.08379364014,0,0,0,58.726902961731,545.280885696411,8690.08379364014
708,1.62110725474709,0,0,0,0.628345182492548,0,0,3.39658116740645,45,315.488998413086,839.797035217285,9623.05515289307,0,0,0,315.488998413086,839.797035217285,9623.05515289307
709,1.41355328901573,0,0,0,0.547461162312119,0,0,3.22262199427955,45,208.908535003662,555.687982559204,7157.89864349365,0,0,0,208.908535003662,555.687982559204,7157.89864349365
710,3,0.661994272826187,0,0,0.659594275708301,0,0,10.8154139110507,45,596.048274993896,278.668939590454,5104.63736724854,0,0,0,596.048274993896,278.668939590454,5104.63736724854
711,3,0.72644995553636,0,0,0.823127730178323,0,0,4.23637369689526,45,1741.01910400391,893.769477844238,6002.06684875488,0,0,0,1741.01910400391,893.769477844238,6002.06684875488
712,3,0.690192264508714,0,0,1.0103129202673,0,0,3.38649096399905,45,907.340515136719,523.678226470947,2622.31132125854,0,0,0,907.340515136719,523.678226470947,2622.31132125854
713,3,0.197343581796588,0,0,0.865012315310124,0,0,4.64176410953609,45,618.294944763184,547.529354095459,3333.09050178528,0,0,0,618.294944763184,547.529354095459,3333.09050178528
714,3,0.157735183586409,0,0,0.841949970570292,0,0,4.59303382471736,45,1210.06433105469,1101.29389190674,6752.59131622314,0,0,0,1210.06433105469,1101.29389190674,6752.59131622314
715,3,0.169516823140366,0,0,0.853441781263958,0,0,4.6725498843077,45,1008.95635986328,920.110877990723,5655.2668762207,0,0,0,1008.95635986328,920.110877990723,5655.2668762207
716,3,0.278420719906293,0,0,0.834732071353605,0,0,4.01070998451374,45,1037.08345031738,798.981399536133,4618.78526687622,0,0,0,1037.08345031738,798.981399536133,4618.78526687622
717,3,0.77417220734685,0,0,0.714774535982483,0,0,0.631988863409701,45,1154.2041015625,468.643817901611,1700.7574224472,0,0,0,1154.2041015625,468.643817901611,1700.7574224472
718,3,0.969061072270307,0,0,0.742935430870363,0,0,0.185855095642305,45,92.2379484176636,34.6156687736511,114.219768643379,0,0,0,92.2379484176636,34.6156687736511,114.219768643379
719,3,1.99095219571083,0,0,0.673138021320113,0,0,0.359280784265601,45,82.0260910987854,19.8160538673401,28.0962870121002,0,0,0,82.0260910987854,19.8160538673401,28.0962870121002
720,3,0.652350364567401,0,0,0.510308803056967,0,0,0.694844617791824,45,658.767127990723,261.72553062439,954.06676864624,0,0,0,658.767127990723,261.72553062439,954.06676864624
721,3,0.636701112784582,0,0,0.504703789026295,0,0,0.67711150192405,45,1244.48139190674,494.982727050781,1792.2552280426,0,0,0,1244.48139190674,494.982727050781,1792.2552280426
722,3,0.636107785254646,0,0,0.504413087436359,0,0,0.686754601931177,45,695.225410461426,276.471048355103,1006.29990100861,0,0,0,695.225410461426,276.471048355103,1006.29990100861
723,3,0.757809192248188,0,0,0.548051377121718,0,0,0.63638958260375,45,28.7429540157318,11.3397874832153,39.374160438776,0,0,0,28.7429540157318,11.3397874832153,39.374160438776
724,3,0.611524123921506,0,0,0.5095777413424,0,0,0.640231908027704,45,9.60136067867279,3.85605928301811,13.5096212774515,0,0,0,9.60136067867279,3.85605928301811,13.5096212774515
725,3,0.599971811373866,0,0,0.621991458553901,0,0,4.55803947345993,45,1829.79600524902,837.483406066895,7603.75270080566,0,0,0,1829.79600524902,837.483406066895,7603.75270080566
726,1.34476136429133,0,0,0,0.60195219552301,0,0,2.15553526786703,45,228.916053771973,210.408708572388,1203.92623901367,0,0,0,228.916053771973,210.408708572388,1203.92623901367
727,1.35732196936182,0,0,0,0.606761956451865,0,0,2.48148476164321,45,129.679132461548,119.109410762787,742.192861557007,0,0,0,129.679132461548,119.109410762787,742.192861557007
728,1.69835713267214,0,0,0,0.793660055379983,0,0,11.905091593553,45,0.913689695298672,0.837854955345392,14.4409871250391,0,0,0,0.913689695298672,0.837854955345392,14.4409871250391
729,3,1.09407851021858,0,0,0.60613194236787,0,0,1.66989651262958,45,28.3577992916107,8.92131781578064,46.722371250391,0,0,0,28.3577992916107,8.92131781578064,46.722371250391
730,3,1.228294419552,0,0,0.593500666193596,0,0,1.59202387305933,45,217.778936386108,64.5569491386414,334.434490203857,0,0,0,217.778936386108,64.5569491386414,334.434490203857
731,3,1.76679342073211,0,0,0.651360260852848,0,0,1.92202729402933,45,287.681154251099,76.4204430580139,383.525409936905,0,0,0,287.681154251099,76.4204430580139,383.525409936905
732,3,1.31262329666543,0,0,0.502057510537694,0,0,0,35.1888325807814,486.810565948486,128.246360778809,874.962931156158,0,0,0,486.810565948486,128.246360778809,874.962931156158
733,3,1.3385929956973,0,0,0.511179676590429,0,0,0,36.4422937011822,221.706695556641,58.4513516426086,389.702776432037,0,0,0,221.706695556641,58.4513516426086,389.702776432037
734,3,0.69184832578475,0,0,0.493165170039531,0,0,1.31275134172839,45,24.1688704490662,13.4735798835754,114.916166424751,0,-0,0,24.1688704490662,13.4735798835754,114.916166424751
735,3,0.485405328904554,0,0,0.516414854211012,0,0,0,34.2315838154557,326.834362030029,260.794055938721,2674.24350357056,0,-0,0,326.834362030029,260.794055938721,2674.24350357056
736,3,0.162406675221475,0,0,0.560628756700776,0,0,0,24.4352302559512,213.137701034546,442.344917297363,5970.20653533936,0,-0,0,213.137701034546,442.344917297363,5970.20653533936
737,3,0.137217333837633,0,0,0.565403814102857,0,0,0,21.4665163648395,232.833297729492,546.532115936279,6826.88087463379,0,-0,0,232.833297729492,546.532115936279,6826.88087463379
738,3,0.138309580613584,0,0,0.553351517446093,0,0,5.91816401844208,45,50.8498992919922,115.510828971863,4151.58355712891,0,-0,0,50.8498992919922,115.510828971863,4151.58355712891
739,3,0.128275524215556,0,0,0.419577159895099,0,0,0,8.33072423169951,221.782432556152,395.174297332764,3257.67819213867,0,-0,0,221.782432556152,395.174297332764,3257.67819213867
740,1.68154893247131,0,0,0,0.594485569930024,0,0,2.01338329275079,45,237.798309326172,188.288209915161,1043.83958435059,0,0,0,237.798309326172,188.288209915161,1043.83958435059
741,3,0.0957537680155559,0,0,0.269869743090473,0,0,0,17.3291479586459,129.429697990417,170.991538047791,5478.8643951416,0,-0,0,129.429697990417,170.991538047791,5478.8643951416
742,3,0.107941769728536,0,0,0.284488511042563,0,45,45,45,1.03874677419662,1.36518759280443,337.937959805131,0,-0,6001.24381814897,1.03874677419662,1.36518759280443,6339.1817779541
743,3,0.0965176100503394,0,0,0.27078593494589,0,0,3.24749304231617,45,41.6154432296753,54.9599299430847,5233.65531158447,0,-0,0,41.6154432296753,54.9599299430847,5233.65531158447
744,3,0.113220616295185,0,0,0.29359479745268,0,0,0,19.8732175918645,202.2945728302,239.463668823242,7655.04539489746,0,-0,0,202.2945728302,239.463668823242,7655.04539489746
745,3,0.345130542081309,0,0,0.590658649633792,0,0,15.3316519144231,45,372.356456756592,269.074270248413,8051.72310256958,0,0,0,372.356456756592,269.074270248413,8051.72310256958
746,3,0.593601829913346,0,0,0.778572173633562,0,45,45,45,4.12241843342781,2.92875005304813,202.040274068713,0,0,7941.53112180531,4.12241843342781,2.92875005304813,8143.57139587402
747,3,0.456222883527262,0,0,0.640163762407551,0,0,6.1004262830821,45,1115.54000854492,606.345462799072,7557.15964889526,0,0,0,1115.54000854492,606.345462799072,7557.15964889526
748,3,0.449563198169507,0,0,0.654679592495785,0,0,3.27242447353383,45,1692.06536865234,927.521148681641,6928.0022315979,0,0,0,1692.06536865234,927.521148681641,6928.0022315979
749,3,0.618950931492376,0,0,0.740225297326103,0,0,1.05595159130497,45,2251.55769348145,1132.44697570801,6117.48717498779,0,0,0,2251.55769348145,1132.44697570801,6117.48717498779
750,3,0.80697168497989,0,0,0.997222557938146,0,0,0.700330503574395,45,2665.54162597656,1392.13199615479,3550.4469909668,0,0,0,2665.54162597656,1392.13199615479,3550.4469909668
751,3,0.761615488166678,0,0,0.978225816588638,0,0,0.780844207261572,45,2600.22348022461,1368.4137802124,3478.33993911743,0,0,0,2600.22348022461,1368.4137802124,3478.33993911743
752,3,0.682578426563507,0,0,0.934198927058046,0,0,0.616539681270611,45,752.016593933105,394.116512298584,986.448853492737,0,0,0,752.016593933105,394.116512298584,986.448853492737
753,3,0.636490959050187,0,0,0.905491224778976,0,0,0.515187180697515,45,487.064651489258,257.481685638428,672.753469944,0,0,0,487.064651489258,257.481685638428,672.753469944
754,3,0.719521262729163,0,0,0.952105107895442,0,0,0.839279922041863,45,408.016185760498,213.217412948608,577.671406745911,0,0,0,408.016185760498,213.217412948608,577.671406745911
755,3,0.105634370559436,0,0,0.330986665353259,0,0,0,22.172225592977,88.1016139984131,136.559645652771,4200.46784973145,0,-0,0,88.1016139984131,136.559645652771,4200.46784973145
756,3,0.599151854315175,0,0,0.863972879725595,0,0,1.23381656106423,45,726.208641052246,447.726787567139,1496.15484809875,0,0,0,726.208641052246,447.726787567139,1496.15484809875
757,3,0.636699416274981,0,0,0.840362573977508,0,0,1.7434765800849,45,1095.52457427979,622.213138580322,2378.75987625122,0,0,0,1095.52457427979,622.213138580322,2378.75987625122
758,3,0.515929680546939,0,0,0.801973283290852,0,0,3.00998670218136,45,1069.2392578125,581.778263092041,2627.39147186279,0,0,0,1069.2392578125,581.778263092041,2627.39147186279
759,3,0.438012125086484,0,0,0.740815827906204,0,0,1.9396485323751,45,1575.45153808594,860.082473754883,3057.68225860596,0,0,0,1575.45153808594,860.082473754883,3057.68225860596
760,3,0.51419346516561,0,0,0.693884275850948,0,0,1.43569862724244,45,1641.70024108887,672.895843505859,2248.11647415161,0,0,0,1641.70024108887,672.895843505859,2248.11647415161
761,3,0.528809292201039,0,0,0.715777254466251,0,0,0.950886567101394,45,1325.4833984375,539.517673492432,1673.28010940552,0,0,0,1325.4833984375,539.517673492432,1673.28010940552
762,3,0.283956439524691,0,0,0.739549485472352,0,0,0.931280556286408,45,1004.11815643311,693.095630645752,2583.06024932861,0,0,0,1004.11815643311,693.095630645752,2583.06024932861
763,3,0.432791743259614,0,0,0.739104363573778,0,0,0.132587239246078,45,1290.67794799805,918.899620056152,1647.73906326294,0,0,0,1290.67794799805,918.899620056152,1647.73906326294
764,3,0.47673410890013,0,0,0.735749948997203,0,0,0,38.6736681465859,1373.17192077637,978.64631652832,1172.53212738037,0,0,0,1373.17192077637,978.64631652832,1172.53212738037
765,3,0.462201790208056,0,0,0.748009532702538,0,0,0.360298699005308,45,1379.6968536377,1058.04998779297,1748.05065917969,0,0,0,1379.6968536377,1058.04998779297,1748.05065917969
766,3,0.41706876795671,0,0,0.691670908860948,0,0,1.1431191597212,45,1376.05932617188,1219.64057159424,3591.21084213257,0,-0,0,1376.05932617188,1219.64057159424,3591.21084213257
767,3,0.410090037255046,0,0,0.744895979231757,0,0,1.59230695135474,45,1442.02481079102,1359.83106994629,3986.27193450928,0,-0,0,1442.02481079102,1359.83106994629,3986.27193450928
768,3,0.452421028365069,0,0,0.79347210244632,0,0,1.60694203325397,45,1004.92517089844,878.75659942627,2421.71257781982,0,-0,0,1004.92517089844,878.75659942627,2421.71257781982
769,3,0.401195676466222,0,0,0.802671269684682,0,0,1.62457387384371,45,830.34489440918,805.159873962402,2127.34952163696,0,-0,0,830.34489440918,805.159873962402,2127.34952163696
770,3,0.41104071511019,0,0,0.807550778841563,0,0,2.01469964586392,45,856.033058166504,848.822715759277,2424.50744628906,0,-0,0,856.033058166504,848.822715759277,2424.50744628906
771,3,0.551801793536423,0,0,0.932049407880983,0,0,2.36524872310551,45,2.97737297415733,2.90652874112129,8.42249151319265,0,-0,0,2.97737297415733,2.90652874112129,8.42249151319265
772,3,0.467546714850876,0,0,0.681831886271107,0,0,2.81801596305852,45,1668.86024475098,780.282684326172,4130.82521820068,0,0,0,1668.86024475098,780.282684326172,4130.82521820068
773,0.58569982737561,0,0,0,0.466703378130912,0,0,7.18361661826209,45,4.3625805079937,40.414133310318,728.450503349304,0,-0,0,4.3625805079937,40.414133310318,728.450503349304
774,0.57368794291673,0,0,0,0.459032413998013,0,0,7.40025042157126,45,71.3898515701294,661.198425292969,12394.0282897949,0,-0,0,71.3898515701294,661.198425292969,12394.0282897949
775,0.572112452469684,0,0,0,0.457176166331128,0,0,7.07833123498963,45,77.9596886634827,723.556400299072,13101.7338104248,0,-0,0,77.9596886634827,723.556400299072,13101.7338104248
776,0.622920325817245,0,0,0,0.61851139783326,0,0,7.22500293953804,45,93.9032430648804,675.353591918945,9439.53077697754,0,0,0,93.9032430648804,675.353591918945,9439.53077697754
777,0.726306423617451,0,0,0,1.00621015533746,0,0,7.68259540010533,45,166.954923629761,801.872787475586,7321.02465820312,0,0,0,166.954923629761,801.872787475586,7321.02465820312
778,0.923974326857149,0,0,0,1.0810546302182,0,0,8.22149526034234,45,230.125480651855,744.678913116455,5846.72803878784,0,0,0,230.125480651855,744.678913116455,5846.72803878784
779,0.961912767387577,0,0,0,1.02617672100996,0,0,6.95899136446972,45,255.835624694824,728.958889007568,7036.12784576416,0,0,0,255.835624694824,728.958889007568,7036.12784576416
780,1.09119637110351,0,0,0,0.874030944525573,0,0,0,41.090520715042,394.097328186035,814.37272644043,10159.0362701416,0,0,0,394.097328186035,814.37272644043,10159.0362701416
781,1.15231976072567,0,0,0,0.762807616249963,0,0,2.28464518318502,45,261.435077667236,582.923389434814,7987.20742797852,0,0,0,261.435077667236,582.923389434814,7987.20742797852
782,1.65475021247658,0,0,0,0.693306312031478,0,0,8.3807856569271,45,221.477241516113,615.569553375244,8047.64136123657,0,0,0,221.477241516113,615.569553375244,8047.64136123657
783,1.30825189534301,0,0,0,0.630980517168245,0,0,7.48573532356422,45,222.974264144897,716.726009368896,9364.74472808838,0,0,0,222.974264144897,716.726009368896,9364.74472808838
784,0.286443089233848,0,0,0,0.508434363306495,0,0,7.04734176747868,45,63.8943586349487,770.118343353271,12259.6333084106,0,0,0,63.8943586349487,770.118343353271,12259.6333084106
785,0.738568420166417,0,0,0,0.53821049066932,0,0,5.70274878722059,45,157.522539138794,784.827026367188,11682.6321411133,0,0,0,157.522539138794,784.827026367188,11682.6321411133
786,1.47461811013305,0,0,0,0.571243701810133,0,0,4.53176961386488,45,280.001976013184,744.941455841064,10890.6782531738,0,0,0,280.001976013184,744.941455841064,10890.6782531738
787,1.67585401975658,0,0,0,0.649537786013737,0,0,4.61620497961842,45,350.670684814453,933.364128112793,12070.0816650391,0,0,0,350.670684814453,933.364128112793,12070.0816650391
788,2.36539092582855,0,0,0,0.579748208457256,0,0,8.93565487979398,45,318.205860137939,488.895181655884,10577.4212036133,0,0,0,318.205860137939,488.895181655884,10577.4212036133
789,3,0.586061285067917,0,0,0.732021736234765,0,0,3.93619890519885,45,1654.9216003418,848.627830505371,6120.23830413818,0,0,0,1654.9216003418,848.627830505371,6120.23830413818
790,3,0.669992008351957,0,0,0.9996578128618,0,0,3.28335435024406,45,1231.03472900391,712.246246337891,3522.42013931274,0,0,0,1231.03472900391,712.246246337891,3522.42013931274
791,3,0.571284983213681,0,0,0.96922807610102,0,0,3.52569652847384,45,1272.63955688477,783.252883911133,4017.13257980347,0,0,0,1272.63955688477,783.252883911133,4017.13257980347
792,3,0.629148818736601,0,0,0.781131078577591,0,0,1.82848387077471,45,1370.63539123535,677.220001220703,2996.22663497925,0,0,0,1370.63539123535,677.220001220703,2996.22663497925
793,3,0.351827913169045,0,0,0.798521170428328,0,0,3.30396581730357,45,1331.4140625,892.649192810059,4828.85443305969,0,0,0,1331.4140625,892.649192810059,4828.85443305969
794,3,0.649301352819016,0,0,0.723903873374509,0,0,1.23780176524768,45,1549.26818847656,700.176536560059,2854.40130805969,0,0,0,1549.26818847656,700.176536560059,2854.40130805969
795,3,0.820411958190128,0,0,0.693222074527395,0,0,0.192618963227368,45,1240.00230407715,469.580738067627,1546.69609642029,0,0,0,1240.00230407715,469.580738067627,1546.69609642029
